,datetime,city,state,country,shape,duration_s,hours,comments,date_p,latitude,longitude
14779,11/28/1999 24:00,dubois,pa,us,fireball,900,15 minutes,I saw a ball of flame and watched it for 15 minutes and it just disappeared right before my eyes.,3/23/2011,41.121012,-78.758326
14788,11/28/2001 02:13,greensburg/delmont (between),pa,us,fireball,2,mere seconds,I saw a bright green flash of light fall form the sky very rapidly.,12/5/2001,40.411367,-79.571587
14790,11/28/2001 04:16,derby/leicester border (uk/england),,gb,triangle,300,5minutes.,triangular ufo &#44 Derby&#44Leicester border 28/11/01,12/5/2001,52.92253,-1.4746190000000001
14792,11/28/2001 12:00,rancho dominguez,ca,us,sphere,900,15 min,Brigth silver spheres,12/5/2001,33.886214,-118.22896599999999
14809,11/28/2002 06:20,pender island (canada),bc,ca,fireball,60,1 minute,Satillite re-entry?,12/23/2002,48.775877,-123.25561499999999
14827,11/28/2003 15:00,cloudcroft,nm,us,other,0.0,on going,HBCCUFO CANADIAN REPORT:  Possible Elk Mutilation  ((NUFORC Note:  Mystery may have been solved at this writing.  PD)),12/9/2003,32.957313,-105.74248500000002
14831,11/28/2003 22:55,clifton,nj,us,light,0,,Circles of light in a geometric formation. They are hovering over our home and in our back yard.,12/9/2003,40.858433000000005,-74.16375500000001
14840,11/28/2005 09:00,honiara (aku malaita) (solomon islands),,sb,circle,10800,3 hours plus,The object covers the sun.,11/21/2010,-9.445638,159.9729
14841,11/28/2005 09:10,guaymas sonora (mexico),al,mx,fireball,60,60segs,I was driving South on the road&#44Forme Hermosillo to Guaymas &#44 the sky was blue&#44 There was no clouds Somethinhg bright on the sky &#44 call,12/16/2005,27.893965,-110.87466599999999
14842,11/28/2005 17:30,nassau (bahamas),,,other,300,about 5m.,Spiraling clouds around a what looked like a dark hole with soundless lightning.,12/16/2005,0.0,0.0
14844,11/28/2005 18:30,bucharest (romania),,ro,sphere,2700,30-45 minutes,UFO ALSO IN ROMANIA CLOSE TO BUCHAREST,12/16/2005,44.4325,26.103889000000002
14845,11/28/2005 18:45,koror (republic of palau),hi,pw,circle,120,2 minutes,very fast Circle lite passed above us in the middle of the ocean with out a sound.,12/16/2005,7.341063,134.47716
14856,11/28/2006 07:05,glan conwy (uk/england),,gb,sphere,60,1 minute,Sphere full of golden lights with larger flashing golden light in centre travelling at speed &amp; height of helicopter from East to West.,12/7/2006,53.268083,-3.7935
14879,11/28/2006 18:30,soddy daisy,tn,us,cigar,10,10 seconds,Two bright green lights travelling at an angle towards the earth&#44 very close on the horizon.,12/7/2006,35.235903,-85.19079
14911,11/28/2008 17:30,mardela,md,us,sphere,300,5 minutes,3 orbs seen on Route 50,1/10/2009,38.50188,-75.748457
14915,11/28/2008 19:00,jefferson hills,pa,us,formation,3600,1 hour,Tracked the lights through two counties and lights never moved. ((NUFORC Note:  Jupiter and Venus&#44 we suspect.  PD)),1/10/2009,40.291181,-79.93199399999999
14921,11/28/2008 23:25,spring lake/grand haven,mi,us,rectangle,600,10 minutes,Strange Moving Light Seen Over Spring Lake/Grand Haven&#44 Michigan,1/10/2009,43.095526,-86.184076
14927,11/28/2009 10:30,abu dhabi (uae),,ae,changing,900,15min,weird experience,12/12/2009,24.466667,54.36666700000001
14940,11/28/2010 21:50,arnhem (netherlands),,nl,rectangle,20,20 seconds,8 lights above Arnhem Netherlands,1/5/2011,51.985103,5.8987300000000005
14955,11/28/2011 21:30,pfafftown,nc,us,unknown,6,about 6 secs,Three flashes of light&#44 one white&#44 one an orange color and the last big flash was turquoise.,12/12/2011,36.152638,-80.362275
14956,11/28/2012 04:15,nasa tv,nh,us,oval,30,30 seconds,UFO at the international space station november 28 th 2012.,12/20/2012,43.193852,-71.572395
14979,11/28/2012 23:59,revere beach,ma,us,formation,2,seconds,Saw a green neon snake formation in the sky&#44 like a serpent chasing its own tail -- over Massachusetts.,12/20/2012,42.423857,-70.982599
14980,11/28/2013 01:30,vaughan (canada),on,ca,,2700,45 minutes,Light streaks across south sky Maple&#44 Ontario&#44 Canada.,12/2/2013,43.837208000000004,-79.508276
14985,11/28/2013 14:00,newbury,ma,us,teardrop,10,10 seconds,Tear-dropped object over marsh area with tail and aura and haze.  Then vanished after 10 seconds.,12/2/2013,42.766667,-70.845833
14987,11/28/2013 17:13,zion national park,ut,us,oval,2,seconds,Two objects were invisible but showed up on picture.,1/24/2014,37.289694,-113.007021
14989,11/28/2013 17:30,pendleton,,,light,0,present as of 18:20,Bright white stationary light over Pendleton&#44 IN.  ((NUFORC Note:  Sighting of Venus.  PD)),12/2/2013,0.0,0.0
15004,11/28/2013 18:45,new delhi (india),,in,diamond,13,12-13 seconds,To the xtreme left of Venus&#44 I suddenly noticed a bright star like object come down at high speed.  I thought it&#39s a plane.,12/2/2013,28.635308000000002,77.22496
15025,11/28/2013 21:15,brick,nj,us,circle,120,2 minutes,Purple spherical light in the sky.,12/2/2013,40.057838000000004,-74.137183
15038,11/29/1978 03:00,mt. rainier national park,wa,us,unknown,21600,6 hours,FIRST TIME REPORTED Late November&#44 1978 Mt Rainier National Park &amp; Ashford. Double Sighting&#44 6 Hours,8/7/2007,46.853704,-121.75895
15041,11/29/1995 16:40,antelope valley,ca,,light,10,10 sec.,Man on Hwy. 14 sees two bright objs. w/ trails behind them flying slowly along a parallel course.  Larger becomes black dot.,11/2/1999,0.0,0.0
15046,11/29/1997 18:15,orcas island,wa,us,light,3600,1 hour,a bright light in the ssw sky slowly moves down slowly in the sky then vanishes  in to the sky.,6/2/1998,48.633082,-122.928982
15051,11/29/1998 19:55,west memphis,ar,us,triangle,10,10 seconds,Shiny triangle craft with dim lights flying just above tree tops.,1/28/1999,35.149534,-90.04898
15071,11/29/2002 09:30,groves/port arthur,tx,us,circle,900,15 min,Three Round objects&#44 one trailing the other for about two minutes. Then sudden halt and one object stayed motionless&#44 as the two other,12/23/2002,29.954726,-93.931365
15080,11/29/2003 18:00,to remain unknown,mn,us,unknown,1200,20 minutes,HBCCUFO CANADIAN REPORT:  Large craft showing a number of lights on it.,12/9/2003,46.729553,-94.6859
15087,11/29/2004 05:20,porterville,ct,us,light,55,45-55sec.,FAST MOVING UNDULATING LIGHT.RO,12/3/2004,29.656593,-103.523381
15109,11/29/2006 00:05,salisbury north (australia),,gb,triangle,180,3 minutes,sighted huge triagular ufo with white lights each corner plus large red light centre misty light trail at rear,12/7/2006,51.068785,-1.794472
15116,11/29/2006 18:00,uk/england (unspecified location),,gb,fireball,900,15 min,a glowing ball of light fading and coming back&#44 stationary and moving&#44passing behind trees and past the local tv mast,12/7/2006,52.355518,-1.17432
15123,11/29/2007 17:45,stanislaus/calaveras counties (rural),ca,us,light,420,7 minutes,On November 29&#44 2007 my wife and I were returning to our home in the California Gold Country on California State Route 4 (going east) i,3/4/2008,38.138253999999996,-120.37019599999999
15125,11/29/2007 18:45,granisle (canada),bc,ca,disk,900,15 minutes,many craft almost every night since November&#44 2007 including et. sightings. 500 Lights On Object0: Yes,3/4/2008,54.884565,-126.207158
15135,11/29/2008 20:00,sanibel island,fl,us,formation,240,4 min,While driving on Sanibel Island&#44 Fl&#44 4 of us noticed a large formation of 30 - 40 lights moving slowly across the island.,1/10/2009,26.443396999999997,-82.111512
15138,11/29/2008 22:15,uniontown/hartville,oh,us,diamond,300,five minutes,The object was moving very slowly about 100-150ft off the ground forward and backwards and was diamond shaped with 4 lights on it.,1/10/2009,40.963669,-81.33121899999999
15141,11/29/2009 11:44,augadillla (puerto rico),,us,disk,2,seconds,Digital photo of a cylindrical object in the sky in Aguadilla PR.,2/14/2010,18.427445000000002,-67.15406999999999
15146,11/29/2010 21:00,afghanistan,,af,light,1200,15-20 mins,TWO ORANGE/RED LIGHTS ADJACENT TO EACH OTHER NO MOVEMENT,1/5/2011,33.93911,67.709953
15150,11/29/2011 14:30,golden/boulder,co,us,sphere,900,10-15minutes,Black ball in sky totally motionless no string,12/12/2011,40.00549,-105.25626000000001
15158,11/29/2011 22:30,san jose (puerto vallarta) (mexico),,,unknown,300,4-5 minutes,UFO appeared&#44 got fuzzy&#44 disappeared&#44 full moon appeared for few seconds then disappeared,5/13/2012,0.0,0.0
15162,11/29/2012 00:00,sharjah (dubai),,ae,formation,3600,1 hour,OVAL SHAPED FORMATION OF WHITE UFO&#39S.....,12/20/2012,25.357522,55.391865
15173,11/29/2012 20:00,richmond,ri,us,chevron,30,30 seconds,Insanely large craft&#44 wierd shape&#44 purpleish blue&#44 blue and white spotlights&#44 very low over my car&#44 flying slow.,12/20/2012,41.494476,-71.670836
15174,11/29/2012 20:10,west haven,ct,us,fireball,300,5 minutes,Pulled over to the beach to watch the water at night. I noticed an object with what seemed to be trailing flames falling quickly.,12/20/2012,40.376177,-104.72197299999999
15181,11/29/2013 00:45,mar del plata (argentina),,ar,light,10,10 seconds,3rd time Bright white light fades away.,12/2/2013,-37.979858,-57.589794
15183,11/29/2013 07:45,i-95 south,sc,us,other,20,20 seconds,My husband and i were driving back home and saw this weird light ahead of us towards another light we thought they were going to crush,12/2/2013,36.877342,-77.404475
15204,11/29/2013 21:10,clifton,nj,us,chevron,20,20 seconds,B2 Bomber/Flying Wing aircraft.,2/27/2014,40.858433000000005,-74.16375500000001
15212,11/30/1979 01:00,ft. jackson,sc,us,unknown,1200,20 min,Falshing light,3/19/2009,34.055074,-80.832243
15217,11/30/1995 22:35,howell,nj,us,,300,5 min.,Man saw 2 lights&#44 apparently coming directly toward him&#44 then a 3rd appeared&#44 forming a triangular shape.  Hovered nearby&#44 faded.,11/2/1999,40.164578999999996,-74.208267
15221,11/30/1996 19:15,vashon island,wa,us,,1,1 sec.,2x young boys see 2x streaks of white light&#44 &quot;as wide as my thumb at arm&#39s length&#44&quot; STREAK across 160 deg. of sky in 1 sec.,11/2/1999,47.44732,-122.45985
15225,11/30/1997 02:00,lemars (ia)/denver (co) (uncertain; traveling from),ne,ph,light,300,approx. 5 minutes,Multi-colored &quot;pole&#44&quot; appearing to hang in the sky for several minutes before dissipating slowly&#44 from top to bottom&#44 into darkness.,12/2/2000,13.960106,122.541582
15238,11/30/1999 15:39,cucamonga,ca,us,unknown,15,15 seconds,Three booming sky-quakes in rapid succession.,11/30/1999,34.106398999999996,-117.593108
15240,11/30/1999 18:45,ft. scott (traveling north out of),ks,,circle,0,?,daughter &amp; grandaughter while driving saw 5 craft in tight formation playing tag.1 followed them home where i went out &amp; watced it hove,12/16/1999,0.0,0.0
15245,11/30/2000 05:30,kapa&#39a,hi,us,circle,420,7 minutes,A big blue light,12/9/2000,22.088139,-159.337982
15247,11/30/2000 11:50,port st. lucie,fl,us,oval,1200,20 min.,I SAW THEM AND NO THERE OUT THERE,12/2/2000,27.273049,-80.358226
15254,11/30/2001 23:30,pa/ny,pa,us,circle,7200,2 hours,Mysterious circle made of clouds around the moon,12/5/2001,42.177932,-79.97848499999999
15259,11/30/2002 18:42,hawaii volcanoes national park,hi,us,unknown,900,15 min,Three objects originating from the same area moved rapidly in separate directions.,12/23/2002,19.41937,-155.288497
15261,11/30/2002 20:50,hot springs cove (canada),bc,ca,light,60,two hours,bright object displaying rapid motion with instantabeous direction changes low on the horizon,12/23/2002,49.366667,-126.2625
15263,11/30/2002 23:45,barletta (italy),,it,sphere,480,8 minutes,So fast up and down. Everything but aircraft...,12/23/2002,41.319664,16.283821
15266,11/30/2003 02:00,mumbai (india),,in,oval,20,20secs,ufo seen in mumbai last fullmoon night,12/9/2003,19.075984,72.877656
15272,11/30/2003 16:00,washington&#44 d.c.,dc,us,light,10,10 seconds,Bright light that was stationary and moved and light became smaller over a 10 sec period untill it vanashed,12/9/2003,38.907231,-77.036464
15276,11/30/2003 18:30,stockbridge and whitmore lake,mi,us,triangle,7200,2 hours,Craft seen hovering over field and then same craft seen over my house 25 miles away along with crafts hovering in distance,12/9/2003,42.439479,-83.74383
15280,11/30/2003 20:45,ashgrove,mo,us,unknown,600,10 minutes,large UFO,12/9/2003,37.315326,-93.5852
15286,11/30/2004 06:15,syracuse/weedsport (between),ny,us,triangle,300,5 minutes,Saw  bright lights on ufo as truck near  it  on I90West  11/30/04  unidentified craft over field looks like triangle.,12/14/2004,43.048219,-76.494036
15300,11/30/2006 03:36,fort lewis,wa,us,unknown,60,1-min.,I was driving N.B. I-5 next to Fort Lewis&#44 Wa. I just crossed the Nisqually River Bridge&#44 and was traveling uphill towards Mounts Road.,12/7/2006,47.088811,-122.602484
15304,11/30/2006 06:20,washington&#44 d.c.  (just outside of),va,us,circle,20,20 seconds,It was early morning 6:20 when I saw a cicular object flying over our house.  ((NUFORC Note:  Possible student report??  PD)),12/7/2006,38.907231,-77.036464
15311,11/30/2006 20:00,ajo,or,in,light,7200,2 hours,Flying lights over Ajo&#44 Arizona.  ((NUFORC Note:  Translation of other report&#44 by Tom Bowden&#44 MUFON State Director&#44 Oregon.  PD)),12/14/2006,20.484698,84.226019
15315,11/30/2007 00:00,taft,ca,us,changing,300,5 minutes,A cluster of lights interchanging and changing color.,3/4/2008,35.142466999999996,-119.45650800000001
15329,11/30/2008 19:30,balapur&#44 hyderabad (india),,in,sphere,7200,2 hours,On the night of November 30th&#44 2008 between 19:30 Hrs to 21:30 Hrs there were 3 pairs of strange lights appeared one after the other an,1/10/2009,17.295085999999998,78.503606
15332,11/30/2009 19:30,cumberland to freeport area,me,,other,1800,30 minutes,Observed two lights hovering and then moving south south East over the coast of Maine at approx Freeport &#44 for 30 minutes,12/12/2009,0.0,0.0
15336,11/30/2009 23:30,litha,fl,us,fireball,30,30 seconds or less,Fireball AMAZING  crashed in florida,12/12/2009,27.850278000000003,-82.174722
15348,11/30/2011 20:30,tallahasse,fl,us,triangle,300,5 mins,Triangular shaped object over Tallahassee Florida,12/12/2011,30.438256,-84.280733
15353,11/30/2012 17:42,gurgaon (india),,in,fireball,5,5 seconds,I was coming out of my office when i noticed a red &amp; green ball of fire in the sky travelling at a very high speed. I was not visible.,12/20/2012,28.459497,77.026638
15376,11/30/2013 19:00,bridgewater,nj,us,fireball,180,3 minutes,I clearly witnessed a craft on fire that cruised over my house in a steady direction slow down then get smaller and disappear.,12/2/2013,40.623333,-74.601111
15384,11/30/2013 20:10,lake st. louis,mo,us,formation,600,7-10 minutes,Observed (4) red orbs that were at different heights and moved very oddly then disappeared.  ((NUFORC Note:  Suspected lanterns.  PD)),12/2/2013,38.780938,-90.78836
15385,11/30/2013 20:10,lake st. louis,mo,us,formation,600,7-10 minutes,Observed (4) unique red orbs that disappeared and arrived and drifted unlike an aircraft.  ((NUFORC Note:  Suspected lanterns.  PD)),12/2/2013,38.780938,-90.78836
15396,11/30/2013 21:20,pune (india),,in,circle,300,5 minutes,4 round lights circling in 8 shape duing 21.20 in pune&#44 india&#44 spotted for 5 mins.,12/2/2013,18.520429999999998,73.85674399999999
15398,11/30/2013 21:30,hay market,va,us,light,120,2 minutes,Orange lights over Haymarket Virginia at9:30pm on 11/30/13.,12/2/2013,38.812059000000005,-77.636381
15404,11/3/1974 20:30,olney&#44 buckinghamshire (uk/england),,gb,disk,10,10 seconds,My sighting happened a long time ago in 1974 at the time i was twelve years old and had never heard of u.f.o.s let alone seen one.Some,12/2/2000,52.154738,-0.701378
15409,1/13/1984 02:12,idaho (i-90 interstate),id,us,changing,1800,30 minutes,Amazing Sight and Long Encounter time  - Shape Change of Object,12/2/2000,45.901953999999996,-115.723743
15412,11/3/1995 14:17,maryland hts.,mo,us,,180,3 min.,Woman notices &quot;tiny little shiny obj.&quot; in daytime sky.  It suddenly drops to horizon in approx. 10-15 sec.&#44 disappears from sight.,11/2/1999,38.713107,-90.42984
15432,11/3/1999 02:00,area 51,nv,us,circle,3600,app 1 hour,My brother and I witnessed a bright pulsating light in the air.  We were very close to Area 51 at the time of the sighting.  I was able,2/16/2000,37.252526,-115.80041299999999
